Provider,InscClaimAmtReimbursed_x,DeductibleAmtPaid_x,ClaimDuration_x,InpatientClaimCount,InscClaimAmtReimbursed_y,DeductibleAmtPaid_y,ClaimDuration_y,OutpatientClaimCount,Fraud
PRV54441,0.0,0.0,0.0,0.0,80.0,0.0,0.0,2.0,0
PRV54442,0.0,0.0,0.0,0.0,14700.0,0.0,2.717948717948718,39.0,0
PRV54443,0.0,0.0,0.0,0.0,12510.0,310.0,2.13953488372093,43.0,0
PRV54444,0.0,0.0,0.0,0.0,5920.0,0.0,1.4375,16.0,0
PRV54448,0.0,0.0,0.0,0.0,6130.0,60.0,1.4,15.0,0
PRV54449,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,0
PRV54450,0.0,0.0,0.0,0.0,2930.0,0.0,1.6666666666666667,6.0,0
PRV54451,0.0,0.0,0.0,0.0,5980.0,70.0,2.3333333333333335,9.0,0
PRV54452,0.0,0.0,0.0,0.0,180.0,90.0,0.0,3.0,0
PRV54454,0.0,0.0,0.0,0.0,25420.0,230.0,1.2156862745098038,102.0,0
PRV54455,0.0,0.0,0.0,0.0,1320.0,0.0,0.0,4.0,0
PRV54456,0.0,0.0,0.0,0.0,1370.0,0.0,0.0,8.0,0
PRV54457,0.0,0.0,0.0,0.0,2070.0,0.0,1.4285714285714286,14.0,0
PRV54459,0.0,0.0,0.0,0.0,2390.0,0.0,4.0,5.0,0
PRV54460,47000.0,5340.0,4.4,5.0,0.0,0.0,0.0,0.0,0
PRV54461,152000.0,11748.0,5.583333333333333,12.0,0.0,0.0,0.0,0.0,0
PRV54462,0.0,0.0,0.0,0.0,8550.0,120.0,0.4,55.0,0
PRV54463,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0
PRV54465,0.0,0.0,0.0,0.0,1260.0,0.0,0.0,3.0,0
PRV54466,0.0,0.0,0.0,0.0,110.0,0.0,0.0,2.0,0
PRV54467,0.0,0.0,0.0,0.0,1380.0,0.0,0.0,7.0,0
PRV54468,0.0,0.0,0.0,0.0,890.0,0.0,0.0,14.0,0
PRV54469,0.0,0.0,0.0,0.0,2170.0,0.0,0.1111111111111111,9.0,0
PRV54471,0.0,0.0,0.0,0.0,12980.0,10.0,1.1764705882352942,34.0,0
PRV54472,0.0,0.0,0.0,0.0,9980.0,110.0,1.6666666666666667,24.0,0
PRV54473,0.0,0.0,0.0,0.0,7970.0,0.0,4.285714285714286,14.0,0
PRV54475,0.0,0.0,0.0,0.0,29810.0,190.0,1.6902654867256637,113.0,0
PRV54477,0.0,0.0,0.0,0.0,23120.0,290.0,1.53125,64.0,0
PRV54478,0.0,0.0,0.0,0.0,8590.0,0.0,0.05,40.0,0
PRV54479,0.0,0.0,0.0,0.0,4760.0,0.0,0.0,9.0,0
PRV54480,40000.0,6408.0,3.5,6.0,0.0,0.0,0.0,0.0,0
PRV54481,0.0,0.0,0.0,0.0,1530.0,0.0,0.0,5.0,0
PRV54482,0.0,0.0,0.0,0.0,370.0,0.0,0.0,6.0,0
PRV54483,0.0,0.0,0.0,0.0,600.0,140.0,0.42857142857142855,7.0,0
PRV54486,0.0,0.0,0.0,0.0,6440.0,0.0,0.7619047619047619,21.0,0
PRV54489,0.0,0.0,0.0,0.0,5980.0,0.0,2.5555555555555554,9.0,0
PRV54490,0.0,0.0,0.0,0.0,1620.0,90.0,0.0,16.0,0
PRV54491,0.0,0.0,0.0,0.0,6910.0,90.0,3.5,6.0,0
PRV54496,0.0,0.0,0.0,0.0,1360.0,0.0,4.0,6.0,0
PRV54497,51000.0,4272.0,4.2,5.0,0.0,0.0,0.0,0.0,0
PRV54498,12000.0,1068.0,6.0,1.0,0.0,0.0,0.0,0.0,0
PRV54499,11000.0,1068.0,1.0,1.0,0.0,0.0,0.0,0.0,0
PRV54500,25000.0,2136.0,13.5,2.0,0.0,0.0,0.0,0.0,0
PRV54501,40000.0,3204.0,3.0,3.0,0.0,0.0,0.0,0.0,0
PRV54502,55000.0,3204.0,11.333333333333334,3.0,0.0,0.0,0.0,0.0,0
PRV54503,8000.0,1068.0,8.0,1.0,0.0,0.0,0.0,0.0,0
PRV54504,416400.0,46992.0,3.909090909090909,44.0,11930.0,80.0,1.469387755102041,49.0,1
PRV54505,50000.0,5340.0,6.4,5.0,3710.0,100.0,0.058823529411764705,17.0,1
PRV54506,23000.0,3204.0,2.0,3.0,19880.0,120.0,0.6805555555555556,72.0,0
PRV54507,340000.0,39516.0,4.717948717948718,39.0,13860.0,120.0,0.075,40.0,0
PRV54508,0.0,0.0,0.0,0.0,26460.0,160.0,1.6379310344827587,58.0,0
PRV54509,0.0,0.0,0.0,0.0,120.0,0.0,7.5,2.0,0
PRV54510,0.0,0.0,0.0,0.0,25620.0,330.0,0.9702970297029703,101.0,0
PRV54511,0.0,0.0,0.0,0.0,7080.0,0.0,1.1304347826086956,23.0,0
PRV54514,556600.0,51264.0,5.583333333333333,48.0,73790.0,460.0,1.0781893004115226,243.0,1
PRV54515,0.0,0.0,0.0,0.0,12670.0,180.0,0.9069767441860465,43.0,0
PRV54517,0.0,0.0,0.0,0.0,4480.0,0.0,0.10714285714285714,28.0,0
PRV54519,0.0,0.0,0.0,0.0,3940.0,80.0,1.5384615384615385,13.0,0
PRV54520,0.0,0.0,0.0,0.0,8080.0,120.0,4.6,15.0,0
PRV54521,0.0,0.0,0.0,0.0,15540.0,280.0,1.3333333333333333,42.0,0
PRV54522,0.0,0.0,0.0,0.0,2030.0,0.0,0.5,2.0,0
PRV54523,0.0,0.0,0.0,0.0,90.0,0.0,0.0,1.0,0
PRV54524,0.0,0.0,0.0,0.0,1420.0,0.0,0.18181818181818182,11.0,0
PRV54526,0.0,0.0,0.0,0.0,2740.0,60.0,0.09090909090909091,11.0,0
PRV54528,0.0,0.0,0.0,0.0,3510.0,0.0,2.0,10.0,0
PRV54529,0.0,0.0,0.0,0.0,120.0,70.0,0.0,3.0,0
PRV54530,0.0,0.0,0.0,0.0,2550.0,50.0,3.3333333333333335,12.0,0
PRV54531,5000.0,1068.0,3.0,1.0,4830.0,100.0,0.0,14.0,0
PRV54535,0.0,0.0,0.0,0.0,5420.0,100.0,2.72,25.0,0
PRV54536,0.0,0.0,0.0,0.0,1390.0,0.0,0.375,8.0,0
PRV54537,0.0,0.0,0.0,0.0,21320.0,100.0,2.156862745098039,51.0,0
PRV54538,0.0,0.0,0.0,0.0,11690.0,470.0,1.606060606060606,33.0,0
PRV54539,0.0,0.0,0.0,0.0,10220.0,180.0,0.7027027027027027,37.0,0
PRV54540,0.0,0.0,0.0,0.0,3490.0,100.0,0.0,14.0,1
PRV54541,5000.0,2136.0,2.5,2.0,690.0,0.0,0.0,2.0,0
PRV54542,33000.0,5340.0,6.4,5.0,1890.0,80.0,0.08333333333333333,12.0,0
PRV54543,39000.0,3204.0,10.333333333333334,3.0,1870.0,260.0,2.0,10.0,1
PRV54544,0.0,0.0,0.0,0.0,2700.0,0.0,2.857142857142857,14.0,0
PRV54545,0.0,0.0,0.0,0.0,180.0,0.0,0.0,2.0,0
PRV54546,0.0,0.0,0.0,0.0,280.0,100.0,0.0,4.0,0
PRV54547,0.0,0.0,0.0,0.0,440.0,0.0,0.0,2.0,0
PRV54548,0.0,0.0,0.0,0.0,210.0,0.0,0.0,4.0,0
PRV54549,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0
PRV54550,0.0,0.0,0.0,0.0,5450.0,0.0,1.55,20.0,0
PRV54551,0.0,0.0,0.0,0.0,1850.0,0.0,0.0,5.0,0
PRV54552,0.0,0.0,0.0,0.0,6190.0,200.0,0.06451612903225806,31.0,0
PRV54553,0.0,0.0,0.0,0.0,3440.0,0.0,0.0,16.0,0
PRV54554,0.0,0.0,0.0,0.0,4670.0,0.0,0.5,8.0,0
PRV54555,51000.0,6408.0,7.0,6.0,0.0,0.0,0.0,0.0,0
PRV54557,0.0,0.0,0.0,0.0,66020.0,1180.0,1.0441640378548895,317.0,1
PRV54558,180000.0,16020.0,6.2,15.0,15270.0,70.0,1.394736842105263,38.0,0
PRV54559,245000.0,24564.0,5.833333333333333,24.0,3320.0,20.0,0.6896551724137931,29.0,0
PRV54560,456000.0,42720.0,5.4,40.0,8730.0,0.0,1.2058823529411764,34.0,1
PRV54561,216300.0,26700.0,5.4,25.0,21540.0,250.0,1.576086956521739,92.0,0
PRV54562,0.0,0.0,0.0,0.0,41640.0,340.0,1.564516129032258,124.0,0
PRV54563,0.0,0.0,0.0,0.0,40830.0,300.0,1.4848484848484849,165.0,0
PRV54564,0.0,0.0,0.0,0.0,113270.0,1430.0,1.3988095238095237,504.0,0
PRV54565,388000.0,40584.0,5.794871794871795,39.0,14000.0,100.0,1.4727272727272727,55.0,0
PRV54566,684000.0,41652.0,6.6,40.0,42720.0,350.0,2.0054644808743167,183.0,1
PRV54567,108000.0,6408.0,7.333333333333333,6.0,3400.0,100.0,1.1666666666666667,36.0,0
PRV54568,44000.0,5340.0,4.2,5.0,7960.0,0.0,1.162162162162162,37.0,0
PRV54569,191000.0,12816.0,4.75,12.0,12520.0,0.0,1.4193548387096775,31.0,0
PRV54571,48000.0,4272.0,6.25,4.0,1980.0,0.0,2.9,10.0,0
PRV54572,0.0,0.0,0.0,0.0,21400.0,190.0,0.8876404494382022,89.0,0
PRV54573,0.0,0.0,0.0,0.0,2310.0,120.0,0.07142857142857142,14.0,0
PRV54574,0.0,0.0,0.0,0.0,6510.0,100.0,0.8333333333333334,24.0,0
PRV54575,447000.0,33108.0,7.151515151515151,33.0,32360.0,360.0,1.7808219178082192,146.0,0
PRV54576,113000.0,12816.0,6.285714285714286,14.0,0.0,0.0,0.0,0.0,0
PRV54577,490000.0,45924.0,5.533333333333333,45.0,2770.0,0.0,2.75,8.0,0
PRV54578,0.0,0.0,0.0,0.0,21300.0,290.0,0.3148148148148148,54.0,0
PRV54579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54580,0.0,0.0,0.0,0.0,2930.0,60.0,1.1666666666666667,18.0,0
PRV54581,0.0,0.0,0.0,0.0,1330.0,0.0,0.0,7.0,0
PRV54582,0.0,0.0,0.0,0.0,15570.0,200.0,0.6666666666666666,60.0,0
PRV54585,0.0,0.0,0.0,0.0,11640.0,90.0,1.0377358490566038,53.0,0
PRV54587,0.0,0.0,0.0,0.0,90.0,0.0,0.0,2.0,0
PRV54588,0.0,0.0,0.0,0.0,10460.0,120.0,1.4736842105263157,38.0,0
PRV54589,0.0,0.0,0.0,0.0,1490.0,0.0,0.0,9.0,0
PRV54590,16000.0,1068.0,2.0,1.0,4960.0,80.0,0.8823529411764706,34.0,0
PRV54591,0.0,0.0,0.0,0.0,3390.0,20.0,0.7916666666666666,24.0,0
PRV54593,0.0,0.0,0.0,0.0,5610.0,0.0,0.0,20.0,0
PRV54595,0.0,0.0,0.0,0.0,4550.0,0.0,2.857142857142857,7.0,0
PRV54596,0.0,0.0,0.0,0.0,13210.0,150.0,1.3584905660377358,53.0,0
PRV54597,0.0,0.0,0.0,0.0,4510.0,10.0,0.0,11.0,0
PRV54598,0.0,0.0,0.0,0.0,560.0,0.0,0.2,5.0,0
PRV54599,0.0,0.0,0.0,0.0,3130.0,60.0,1.4285714285714286,14.0,0
PRV54601,0.0,0.0,0.0,0.0,110.0,0.0,10.0,2.0,0
PRV54602,0.0,0.0,0.0,0.0,1050.0,30.0,4.444444444444445,9.0,0
PRV54603,0.0,0.0,0.0,0.0,7210.0,70.0,2.5555555555555554,27.0,0
PRV54604,0.0,0.0,0.0,0.0,2970.0,70.0,0.0,18.0,0
PRV54606,0.0,0.0,0.0,0.0,570.0,0.0,3.3333333333333335,6.0,0
PRV54608,0.0,0.0,0.0,0.0,6640.0,0.0,2.25,28.0,0
PRV54609,0.0,0.0,0.0,0.0,12650.0,100.0,0.8529411764705882,34.0,0
PRV54610,0.0,0.0,0.0,0.0,5450.0,90.0,4.809523809523809,21.0,0
PRV54611,4000.0,1068.0,2.0,1.0,750.0,100.0,0.0,4.0,0
PRV54612,0.0,0.0,0.0,0.0,890.0,0.0,0.0,5.0,0
PRV54614,0.0,0.0,0.0,0.0,1320.0,40.0,0.6923076923076923,13.0,0
PRV54615,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,0
PRV54616,23000.0,2136.0,4.0,2.0,200.0,0.0,0.0,1.0,0
PRV54618,0.0,0.0,0.0,0.0,7750.0,180.0,0.09090909090909091,22.0,0
PRV54619,0.0,0.0,0.0,0.0,8410.0,0.0,1.391304347826087,23.0,0
PRV54620,73000.0,7476.0,3.857142857142857,7.0,520.0,0.0,2.25,4.0,0
PRV54621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV54622,0.0,0.0,0.0,0.0,610.0,30.0,2.25,8.0,0
PRV54623,0.0,0.0,0.0,0.0,2250.0,100.0,1.5,14.0,0
PRV54624,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,3.0,0
PRV54625,0.0,0.0,0.0,0.0,4110.0,0.0,3.5,6.0,0
PRV54627,0.0,0.0,0.0,0.0,4090.0,0.0,1.3333333333333333,15.0,0
PRV54628,0.0,0.0,0.0,0.0,1410.0,0.0,1.5,2.0,0
PRV54629,0.0,0.0,0.0,0.0,400.0,0.0,0.0,1.0,0
PRV54630,0.0,0.0,0.0,0.0,18250.0,50.0,1.6515151515151516,66.0,0
PRV54633,0.0,0.0,0.0,0.0,1430.0,30.0,3.25,12.0,0
PRV54634,0.0,0.0,0.0,0.0,3700.0,190.0,1.0,23.0,0
PRV54635,0.0,0.0,0.0,0.0,5430.0,170.0,2.5,28.0,0
PRV54636,0.0,0.0,0.0,0.0,21230.0,80.0,1.9074074074074074,54.0,0
PRV54637,226000.0,12816.0,7.3076923076923075,13.0,0.0,0.0,0.0,0.0,0
PRV54638,82000.0,6408.0,3.5,6.0,0.0,0.0,0.0,0.0,0
PRV54639,110000.0,12816.0,4.0,13.0,0.0,0.0,0.0,0.0,0
PRV54640,72000.0,7476.0,7.0,7.0,2120.0,0.0,2.3333333333333335,9.0,0
PRV54642,0.0,0.0,0.0,0.0,10060.0,110.0,2.84375,32.0,0
PRV54643,0.0,0.0,0.0,0.0,4420.0,0.0,0.0,10.0,0
PRV54644,194000.0,23496.0,3.590909090909091,22.0,10330.0,20.0,0.76,25.0,1
PRV54645,0.0,0.0,0.0,0.0,1000.0,60.0,0.0,1.0,0
PRV54646,0.0,0.0,0.0,0.0,5110.0,0.0,0.5,10.0,0
PRV54649,302000.0,22428.0,7.2727272727272725,22.0,7820.0,210.0,2.2142857142857144,28.0,1
PRV54651,270000.0,21360.0,5.904761904761905,21.0,12950.0,40.0,1.5405405405405406,37.0,1
PRV54652,0.0,0.0,0.0,0.0,11330.0,80.0,0.8064516129032258,31.0,0
PRV54653,371000.0,42720.0,5.25,40.0,3440.0,0.0,0.0,19.0,0
PRV54656,0.0,0.0,0.0,0.0,7820.0,30.0,0.0,21.0,0
PRV54657,287000.0,18156.0,3.8823529411764706,17.0,2120.0,0.0,1.2352941176470589,17.0,0
PRV54658,175000.0,26700.0,4.0,27.0,12900.0,30.0,1.0769230769230769,39.0,0
PRV54660,0.0,0.0,0.0,0.0,3600.0,0.0,0.3076923076923077,13.0,0
PRV54661,84000.0,3204.0,5.666666666666667,3.0,3190.0,0.0,0.1,10.0,0
PRV54662,17000.0,3204.0,4.333333333333333,3.0,5330.0,30.0,3.772727272727273,22.0,0
PRV54664,0.0,0.0,0.0,0.0,1200.0,100.0,0.0,2.0,0
PRV54666,10000.0,1068.0,10.0,1.0,1280.0,90.0,0.0,3.0,0
PRV54667,72600.0,8544.0,7.555555555555555,9.0,41170.0,150.0,2.1666666666666665,108.0,0
PRV54668,3000.0,1068.0,0.0,1.0,60950.0,190.0,1.4238095238095239,210.0,0
PRV54670,0.0,0.0,0.0,0.0,29110.0,140.0,2.2111111111111112,90.0,0
PRV54671,0.0,0.0,0.0,0.0,920.0,0.0,0.0,3.0,0
PRV54672,0.0,0.0,0.0,0.0,1600.0,0.0,7.0,2.0,0
PRV54673,6000.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0
PRV54674,27000.0,3204.0,10.0,3.0,0.0,0.0,0.0,0.0,0
PRV54675,422000.0,39516.0,5.054054054054054,37.0,0.0,0.0,0.0,0.0,1
PRV54676,375200.0,40584.0,5.125,40.0,0.0,0.0,0.0,0.0,1
PRV54677,0.0,0.0,0.0,0.0,14540.0,110.0,6.315789473684211,19.0,0
PRV54678,0.0,0.0,0.0,0.0,2150.0,0.0,0.0,13.0,0
PRV54679,7000.0,1068.0,5.0,1.0,0.0,0.0,0.0,0.0,0
PRV54680,257000.0,19224.0,7.277777777777778,18.0,0.0,0.0,0.0,0.0,1
PRV54681,0.0,0.0,0.0,0.0,43570.0,410.0,1.358288770053476,187.0,0
PRV54682,33000.0,5340.0,2.8333333333333335,6.0,15290.0,350.0,1.9322033898305084,59.0,0
PRV54683,0.0,0.0,0.0,0.0,73760.0,720.0,1.4014336917562724,279.0,0
PRV54684,0.0,0.0,0.0,0.0,16760.0,240.0,1.8101265822784811,79.0,0
PRV54685,0.0,0.0,0.0,0.0,25640.0,260.0,2.0543478260869565,92.0,0
PRV54686,106000.0,14952.0,4.142857142857143,14.0,21710.0,220.0,1.1595744680851063,94.0,0
PRV54687,0.0,0.0,0.0,0.0,6910.0,0.0,0.0,13.0,0
PRV54688,143000.0,11748.0,4.0,11.0,181950.0,2000.0,1.1001472754050075,679.0,1
PRV54689,0.0,0.0,0.0,0.0,970.0,0.0,0.14285714285714285,14.0,0
PRV54690,0.0,0.0,0.0,0.0,128740.0,1180.0,1.0190114068441065,526.0,0
PRV54691,84000.0,6408.0,6.571428571428571,7.0,5500.0,520.0,0.3902439024390244,41.0,0
PRV54692,371000.0,51264.0,4.833333333333333,48.0,1620.0,0.0,0.21428571428571427,14.0,1
PRV54693,15000.0,2136.0,6.5,2.0,17900.0,0.0,3.088235294117647,34.0,0
PRV54694,0.0,0.0,0.0,0.0,52600.0,320.0,1.3282051282051281,195.0,0
PRV54695,0.0,0.0,0.0,0.0,10510.0,210.0,1.4285714285714286,28.0,0
PRV54696,118000.0,6408.0,6.833333333333333,6.0,16270.0,290.0,1.8372093023255813,43.0,0
PRV54697,10000.0,1068.0,5.0,1.0,870.0,0.0,0.0,6.0,0
PRV54699,0.0,0.0,0.0,0.0,240.0,0.0,0.0,2.0,0
PRV54701,0.0,0.0,0.0,0.0,110.0,0.0,0.0,2.0,0
PRV54703,0.0,0.0,0.0,0.0,280.0,0.0,0.0,8.0,0
PRV54704,0.0,0.0,0.0,0.0,34130.0,170.0,1.5,106.0,0
PRV54705,164000.0,20292.0,5.85,20.0,36000.0,140.0,1.2344827586206897,145.0,0
PRV54707,0.0,0.0,0.0,0.0,1280.0,0.0,0.0,9.0,0
PRV54708,0.0,0.0,0.0,0.0,2620.0,0.0,0.14285714285714285,7.0,0
PRV54710,0.0,0.0,0.0,0.0,860.0,0.0,0.0,2.0,0
PRV54711,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0
PRV54712,0.0,0.0,0.0,0.0,6250.0,0.0,1.8181818181818181,11.0,0
PRV54713,0.0,0.0,0.0,0.0,850.0,0.0,2.5,8.0,0
PRV54714,0.0,0.0,0.0,0.0,2130.0,0.0,0.14285714285714285,7.0,0
PRV54715,0.0,0.0,0.0,0.0,3530.0,100.0,1.4615384615384615,13.0,0
PRV54716,0.0,0.0,0.0,0.0,30390.0,280.0,0.7623762376237624,101.0,0
PRV54717,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,0
PRV54718,302000.0,30972.0,6.137931034482759,29.0,0.0,0.0,0.0,0.0,1
PRV54720,127000.0,8544.0,3.888888888888889,9.0,0.0,0.0,0.0,0.0,0
PRV54723,0.0,0.0,0.0,0.0,15500.0,40.0,1.4827586206896552,58.0,0
PRV54724,489000.0,50196.0,5.9375,48.0,5470.0,0.0,1.1764705882352942,17.0,0
PRV54725,0.0,0.0,0.0,0.0,22900.0,80.0,2.230769230769231,78.0,0
PRV54726,27000.0,2136.0,6.0,2.0,4460.0,90.0,1.1764705882352942,17.0,0
PRV54727,0.0,0.0,0.0,0.0,16590.0,210.0,2.289473684210526,38.0,0
PRV54728,10000.0,2136.0,6.0,2.0,1130.0,0.0,0.0,4.0,0
PRV54730,0.0,0.0,0.0,0.0,3800.0,0.0,2.8461538461538463,26.0,0
PRV54734,0.0,0.0,0.0,0.0,23460.0,190.0,0.9318181818181818,88.0,0
PRV54735,39000.0,5340.0,6.8,5.0,3470.0,260.0,3.3125,16.0,0
PRV54737,161000.0,13884.0,5.615384615384615,13.0,6690.0,0.0,2.5,14.0,0
PRV54739,598000.0,44856.0,6.666666666666667,45.0,23350.0,0.0,0.7204301075268817,93.0,1
PRV54741,0.0,0.0,0.0,0.0,32810.0,580.0,0.5590551181102362,127.0,0
PRV54742,2499900.0,241368.0,5.597402597402597,231.0,283420.0,2480.0,1.2981783317353788,1043.0,1
PRV54743,69000.0,6408.0,9.142857142857142,7.0,14730.0,130.0,1.5471698113207548,53.0,1
PRV54745,80000.0,10680.0,5.4,10.0,132750.0,1410.0,1.1477272727272727,528.0,0
PRV54747,0.0,0.0,0.0,0.0,1590.0,160.0,0.25,12.0,0
PRV54748,0.0,0.0,0.0,0.0,26520.0,90.0,2.9074074074074074,54.0,0
PRV54753,0.0,0.0,0.0,0.0,5910.0,0.0,2.5,8.0,0
PRV54756,11000.0,3204.0,2.3333333333333335,3.0,4580.0,50.0,4.0,10.0,0
PRV54757,105000.0,13884.0,5.2,15.0,9740.0,20.0,1.4333333333333333,30.0,0
PRV54758,0.0,0.0,0.0,0.0,13420.0,270.0,0.94,50.0,0
PRV54759,34000.0,5340.0,4.2,5.0,7280.0,40.0,0.7307692307692307,26.0,0
PRV54760,194000.0,25632.0,5.125,24.0,940.0,0.0,0.0,4.0,0
PRV54761,0.0,0.0,0.0,0.0,146550.0,1730.0,1.7895752895752897,518.0,0
PRV54763,0.0,0.0,0.0,0.0,6620.0,0.0,2.409090909090909,22.0,0
PRV54764,151000.0,13884.0,5.0,13.0,6590.0,180.0,0.9545454545454546,22.0,0
PRV54765,1986000.0,205056.0,4.974489795918367,196.0,5380.0,0.0,1.3666666666666667,30.0,1
PRV54767,47000.0,8544.0,4.125,8.0,9680.0,80.0,0.775,40.0,0
PRV54768,72000.0,6408.0,4.142857142857143,7.0,2290.0,0.0,3.466666666666667,15.0,0
PRV54771,151000.0,12816.0,4.916666666666667,12.0,15350.0,0.0,1.2608695652173914,46.0,1
PRV54772,1119800.0,115344.0,6.018348623853211,109.0,395570.0,3710.0,1.6886274509803922,1275.0,1
PRV54773,156000.0,9612.0,8.6,10.0,1740.0,20.0,1.8181818181818181,11.0,0
PRV54774,60000.0,5340.0,5.4,5.0,94520.0,1040.0,1.989864864864865,296.0,0
PRV54776,30000.0,5340.0,1.6,5.0,5100.0,0.0,1.8571428571428572,21.0,0
PRV54778,534000.0,67284.0,5.25,64.0,321360.0,2500.0,1.7855072463768116,1035.0,1
PRV54779,111000.0,9612.0,5.555555555555555,9.0,9620.0,0.0,0.5555555555555556,18.0,0
PRV54780,0.0,0.0,0.0,0.0,3960.0,50.0,2.857142857142857,14.0,0
PRV54781,741000.0,74760.0,6.676056338028169,71.0,28950.0,310.0,0.8461538461538461,91.0,1
PRV54783,0.0,0.0,0.0,0.0,14120.0,180.0,4.066666666666666,15.0,0
PRV54784,0.0,0.0,0.0,0.0,740.0,0.0,0.0,4.0,0
PRV54785,24000.0,2136.0,7.0,2.0,2330.0,100.0,4.0,5.0,0
PRV54786,0.0,0.0,0.0,0.0,281690.0,2220.0,1.8270858524788391,827.0,1
PRV54787,282000.0,24564.0,4.083333333333333,24.0,9900.0,160.0,1.4146341463414633,41.0,0
PRV54789,30000.0,3204.0,4.333333333333333,3.0,0.0,0.0,0.0,0.0,0
PRV54790,0.0,0.0,0.0,0.0,2460.0,0.0,4.0,6.0,0
PRV54792,0.0,0.0,0.0,0.0,2320.0,60.0,1.5,14.0,0
PRV54793,0.0,0.0,0.0,0.0,3170.0,0.0,4.0,7.0,0
PRV54794,0.0,0.0,0.0,0.0,360.0,0.0,0.0,2.0,0
PRV54795,0.0,0.0,0.0,0.0,6360.0,0.0,1.5384615384615385,13.0,0
PRV54796,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,2.0,0
PRV54798,0.0,0.0,0.0,0.0,190.0,0.0,5.0,4.0,0
PRV54799,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0
PRV54800,0.0,0.0,0.0,0.0,500.0,0.0,0.0,2.0,0
PRV54802,0.0,0.0,0.0,0.0,550.0,0.0,3.25,8.0,0
PRV54803,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1.0,0
PRV54805,0.0,0.0,0.0,0.0,270.0,0.0,5.0,4.0,0
PRV54806,0.0,0.0,0.0,0.0,8210.0,510.0,0.8333333333333334,54.0,0
PRV54808,0.0,0.0,0.0,0.0,9690.0,0.0,0.0,22.0,1
PRV54809,0.0,0.0,0.0,0.0,12270.0,60.0,0.8529411764705882,34.0,0
PRV54810,0.0,0.0,0.0,0.0,3620.0,40.0,4.0,5.0,0
PRV54812,156000.0,12816.0,5.833333333333333,12.0,0.0,0.0,0.0,0.0,0
PRV54813,0.0,0.0,0.0,0.0,203140.0,2860.0,1.4912790697674418,688.0,0
PRV54814,0.0,0.0,0.0,0.0,12280.0,210.0,1.92,50.0,0
PRV54817,7000.0,1068.0,19.0,1.0,0.0,0.0,0.0,0.0,0
PRV54818,46000.0,5340.0,3.0,5.0,0.0,0.0,0.0,0.0,0
PRV54819,158000.0,22428.0,4.739130434782608,23.0,100.0,0.0,0.0,1.0,0
PRV54820,12000.0,1068.0,2.0,1.0,0.0,0.0,0.0,0.0,0
PRV54821,39000.0,7476.0,4.571428571428571,7.0,0.0,0.0,0.0,0.0,0
PRV54822,136000.0,17088.0,6.125,16.0,0.0,0.0,0.0,0.0,1
PRV54824,100000.0,10680.0,6.5,10.0,0.0,0.0,0.0,0.0,0
PRV54827,0.0,0.0,0.0,0.0,1960.0,0.0,1.5714285714285714,14.0,0
PRV54828,88000.0,3204.0,13.666666666666666,3.0,19030.0,180.0,1.9142857142857144,35.0,1
PRV54829,0.0,0.0,0.0,0.0,12970.0,100.0,0.7872340425531915,47.0,0
PRV54830,13000.0,1068.0,8.0,1.0,230.0,0.0,0.0,3.0,0
PRV54831,31000.0,4272.0,3.5,4.0,2800.0,0.0,0.0,9.0,0
PRV54832,86000.0,5340.0,3.8,5.0,4210.0,0.0,1.28125,32.0,1
PRV54833,0.0,0.0,0.0,0.0,10310.0,240.0,0.851063829787234,47.0,0
PRV54834,57000.0,6408.0,2.5,6.0,390.0,200.0,2.857142857142857,7.0,0
PRV54836,0.0,0.0,0.0,0.0,3080.0,0.0,0.0,4.0,0
PRV54837,0.0,0.0,0.0,0.0,383110.0,3880.0,1.734577922077922,1232.0,1
PRV54838,0.0,0.0,0.0,0.0,7860.0,170.0,0.851063829787234,47.0,0
PRV54840,0.0,0.0,0.0,0.0,3600.0,0.0,2.25,16.0,0
PRV54841,50000.0,3204.0,3.0,3.0,30.0,0.0,0.0,1.0,0
PRV54842,17000.0,3204.0,3.3333333333333335,3.0,37520.0,210.0,0.7922077922077922,77.0,0
PRV54845,96000.0,8544.0,8.0,8.0,2550.0,220.0,0.9090909090909091,22.0,1
PRV54846,112000.0,9612.0,2.888888888888889,9.0,4670.0,0.0,0.25,20.0,0
PRV54847,65500.0,10680.0,6.4,10.0,43560.0,600.0,1.1189189189189188,185.0,0
PRV54848,239000.0,24564.0,7.916666666666667,24.0,270.0,200.0,0.0,4.0,0
